"","Langs","year","region","dataType","value"
"622","Swedish",2013,"colorado","speakers",1600
"623","Danish",2013,"colorado","speakers",480
"624","Norwegian",2013,"colorado","speakers",740
"625","Icelandic",2013,"colorado","speakers",60
"626","Greek",2013,"colorado","speakers",1910
"627","Russian",2013,"colorado","speakers",15124
"628","Polish",2013,"colorado","speakers",5365
"629","Serbocroatian",2013,"colorado","speakers",1680
"630","Croatian",2013,"colorado","speakers",395
"631","Serbian",2013,"colorado","speakers",455
"632","Bielorussian",2013,"colorado","speakers",25
"633","Ukrainian",2013,"colorado","speakers",1280
"634","Czech",2013,"colorado","speakers",880
"635","Slovak",2013,"colorado","speakers",540
"636","Bulgarian",2013,"colorado","speakers",1185
"637","Macedonian",2013,"colorado","speakers",35
"638","Slovene",2013,"colorado","speakers",160
"639","Armenian",2013,"colorado","speakers",583
"640","Persian",2013,"colorado","speakers",4090
"641","Hindi",2013,"colorado","speakers",4171
"642","Gujarati",2013,"colorado","speakers",762
"643","Urdu",2013,"colorado","speakers",1613
"644","India nec3",2013,"colorado","speakers",500
"645","Bengali",2013,"colorado","speakers",1350
"646","Panjabi",2013,"colorado","speakers",1105
"647","Marathi",2013,"colorado","speakers",730
"648","Rajasthani",2013,"colorado","speakers",85
"649","Oriya",2013,"colorado","speakers",55
"650","Nepali",2013,"colorado","speakers",3615
"651","Sindhi",2013,"colorado","speakers",250
"652","Pakistan nec3",2013,"colorado","speakers",95
"653","Sinhalese",2013,"colorado","speakers",55
"654","Jamaican Creole",2013,"colorado","speakers",600
"655","Krio",2013,"colorado","speakers",115
"656","Pidgin",2013,"colorado","speakers",55
"657","Catalonian",2013,"colorado","speakers",180
"658","Romanian",2013,"colorado","speakers",1455
"659","Welsh",2013,"colorado","speakers",70
"660","Irish Gaelic",2013,"colorado","speakers",330
"661","Scottic Gaelic",2013,"colorado","speakers",90
"662","Albanian",2013,"colorado","speakers",175
"663","Lithuanian",2013,"colorado","speakers",610
"664","Latvian",2013,"colorado","speakers",125
"665","Pashto",2013,"colorado","speakers",430
"666","Kurdish",2013,"colorado","speakers",295
"667","Chinese",2013,"colorado","speakers",14380
"668","Cantonese",2013,"colorado","speakers",1940
"669","Mandarin",2013,"colorado","speakers",2230
"670","Formosan",2013,"colorado","speakers",465
"671","Japanese",2013,"colorado","speakers",6071
"672","Korean",2013,"colorado","speakers",15629
"673","Mon-Khmer, Cambodian",2013,"colorado","speakers",2210
"674","Hmong",2013,"colorado","speakers",3008
"675","Thai",2013,"colorado","speakers",1950
"676","Laotian",2013,"colorado","speakers",2175
"677","Vietnamese",2013,"colorado","speakers",20099
"678","Kazakh",2013,"colorado","speakers",30
"679","Uighur",2013,"colorado","speakers",80
"680","Turkish",2013,"colorado","speakers",1180
"681","Mongolian",2013,"colorado","speakers",715
"682","Telugu",2013,"colorado","speakers",2405
"683","Kannada",2013,"colorado","speakers",380
"684","Malayalam",2013,"colorado","speakers",925
"685","Tamil",2013,"colorado","speakers",1920
"686","Tibetan",2013,"colorado","speakers",430
"687","Burmese",2013,"colorado","speakers",775
"688","Karen",2013,"colorado","speakers",745
"689","Tagalog",2013,"colorado","speakers",7293
"690","Indonesian",2013,"colorado","speakers",1390
"691","Malay",2013,"colorado","speakers",255
"692","Bisayan",2013,"colorado","speakers",140
"693","Sebuano",2013,"colorado","speakers",150
"694","Ilocano",2013,"colorado","speakers",225
"695","Pampangan",2013,"colorado","speakers",140
"696","Micronesian",2013,"colorado","speakers",15
"697","Chamorro",2013,"colorado","speakers",360
"698","Marshallese",2013,"colorado","speakers",50
"699","Palau",2013,"colorado","speakers",110
"700","Trukese",2013,"colorado","speakers",115
"701","Samoan",2013,"colorado","speakers",365
"702","Tongan",2013,"colorado","speakers",215
"703","Hawaiian",2013,"colorado","speakers",365
"704","Navajo",2013,"colorado","speakers",2937
"705","Eskimo",2013,"colorado","speakers",40
"706","Inupik",2013,"colorado","speakers",10
"707","Yupik",2013,"colorado","speakers",80
"708","Cheyenne",2013,"colorado","speakers",65
"709","Cree",2013,"colorado","speakers",180
"710","Menomini",2013,"colorado","speakers",90
"711","Ojibwa",2013,"colorado","speakers",40
"712","Apache",2013,"colorado","speakers",120
"713","Dakota",2013,"colorado","speakers",360
"714","Cherokee",2013,"colorado","speakers",100
"715","Ute",2013,"colorado","speakers",725
"716","Tewa",2013,"colorado","speakers",40
"717","Towa",2013,"colorado","speakers",35
"718","American Indian",2013,"colorado","speakers",95
"719","Hungarian",2013,"colorado","speakers",1322
"720","Arabic",2013,"colorado","speakers",9692
"721","Hebrew",2013,"colorado","speakers",1650
"722","Amharic",2013,"colorado","speakers",8735
"723","Berber",2013,"colorado","speakers",70
"724","Chadic",2013,"colorado","speakers",35
"725","Cushite",2013,"colorado","speakers",2685
"726","Sudanic",2013,"colorado","speakers",125
"727","Nilotic",2013,"colorado","speakers",95
"728","Swahili",2013,"colorado","speakers",815
"729","Bantu",2013,"colorado","speakers",650
"730","Mande",2013,"colorado","speakers",290
"731","Fulani",2013,"colorado","speakers",185
"732","Kru, Ibo, Yoruba",2013,"colorado","speakers",3715
"733","African",2013,"colorado","speakers",105
"734","Finnish",2013,"colorado","speakers",265
"735","Estonian",2013,"colorado","speakers",60
"736","Basque",2013,"colorado","speakers",45
"737","Sonoran",2013,"colorado","speakers",60
"738","Uncodable",2013,"colorado","speakers",190
"739","Only English",2013,"connecticut","speakers",2658925
"740","Spanish",2013,"connecticut","speakers",371025
"741","French",2013,"connecticut","speakers",30575
"742","Patois",2013,"connecticut","speakers",3930
"743","French Creole",2013,"connecticut","speakers",14081
"744","Italian",2013,"connecticut","speakers",36571
"745","Portuguese",2013,"connecticut","speakers",36945
"746","Papia Mentae",2013,"connecticut","speakers",75
"747","German",2013,"connecticut","speakers",11535
"748","Yiddish",2013,"connecticut","speakers",353
"749","Dutch",2013,"connecticut","speakers",1825
"750","Afrikaans",2013,"connecticut","speakers",205
"751","Swedish",2013,"connecticut","speakers",1290
"752","Danish",2013,"connecticut","speakers",390
"753","Norwegian",2013,"connecticut","speakers",535
"754","Icelandic",2013,"connecticut","speakers",20
"755","Greek",2013,"connecticut","speakers",8670
"756","Russian",2013,"connecticut","speakers",10684
"757","Polish",2013,"connecticut","speakers",37704
"758","Serbocroatian",2013,"connecticut","speakers",2640
"759","Croatian",2013,"connecticut","speakers",985
"760","Serbian",2013,"connecticut","speakers",535
"761","Ukrainian",2013,"connecticut","speakers",2190
"762","Czech",2013,"connecticut","speakers",490
"763","Slovak",2013,"connecticut","speakers",1040
"764","Bulgarian",2013,"connecticut","speakers",480
"765","Macedonian",2013,"connecticut","speakers",440
"766","Slovene",2013,"connecticut","speakers",175
"767","Armenian",2013,"connecticut","speakers",731
"768","Persian",2013,"connecticut","speakers",1488
"769","Hindi",2013,"connecticut","speakers",11430
"770","Gujarati",2013,"connecticut","speakers",5647
"771","Urdu",2013,"connecticut","speakers",6282
"772","India nec3",2013,"connecticut","speakers",1130
"773","Bengali",2013,"connecticut","speakers",4745
"774","Panjabi",2013,"connecticut","speakers",1590
"775","Marathi",2013,"connecticut","speakers",885
"776","Oriya",2013,"connecticut","speakers",160
"777","Assamese",2013,"connecticut","speakers",60
"778","Nepali",2013,"connecticut","speakers",1325
"779","Sindhi",2013,"connecticut","speakers",230
"780","Pakistan nec3",2013,"connecticut","speakers",200
"781","Sinhalese",2013,"connecticut","speakers",455
"782","Romany",2013,"connecticut","speakers",80
"783","Jamaican Creole",2013,"connecticut","speakers",1600
"784","Romanian",2013,"connecticut","speakers",1860
"785","Welsh",2013,"connecticut","speakers",35
"786","Irish Gaelic",2013,"connecticut","speakers",290
"787","Scottic Gaelic",2013,"connecticut","speakers",55
"788","Albanian",2013,"connecticut","speakers",7430
"789","Lithuanian",2013,"connecticut","speakers",1420
"790","Latvian",2013,"connecticut","speakers",400
"791","Pashto",2013,"connecticut","speakers",345
"792","Kurdish",2013,"connecticut","speakers",490
"793","Chinese",2013,"connecticut","speakers",20945
"794","Cantonese",2013,"connecticut","speakers",2250
"795","Mandarin",2013,"connecticut","speakers",3180
"796","Formosan",2013,"connecticut","speakers",500
"797","Wu",2013,"connecticut","speakers",90
"798","Japanese",2013,"connecticut","speakers",3391
"799","Korean",2013,"connecticut","speakers",6456
"800","Mon-Khmer, Cambodian",2013,"connecticut","speakers",2456
"801","Hmong",2013,"connecticut","speakers",9
"802","Thai",2013,"connecticut","speakers",1401
"803","Laotian",2013,"connecticut","speakers",2981
"804","Vietnamese",2013,"connecticut","speakers",7735
"805","Uighur",2013,"connecticut","speakers",95
"806","Turkish",2013,"connecticut","speakers",2195
"807","Gondi",2013,"connecticut","speakers",120
"808","Telugu",2013,"connecticut","speakers",5575
"809","Kannada",2013,"connecticut","speakers",860
"810","Malayalam",2013,"connecticut","speakers",2395
"811","Tamil",2013,"connecticut","speakers",3745
"812","Munda",2013,"connecticut","speakers",125
"813","Tibetan",2013,"connecticut","speakers",455
"814","Burmese",2013,"connecticut","speakers",205
"815","Karen",2013,"connecticut","speakers",125
"816","Tagalog",2013,"connecticut","speakers",8539
"817","Indonesian",2013,"connecticut","speakers",235
"818","Malay",2013,"connecticut","speakers",180
"819","Bisayan",2013,"connecticut","speakers",120
"820","Sebuano",2013,"connecticut","speakers",60
"821","Ilocano",2013,"connecticut","speakers",15
"822","Chamorro",2013,"connecticut","speakers",155
"823","Melanesian",2013,"connecticut","speakers",35
"824","Algonquian",2013,"connecticut","speakers",60
"825","Potawatomi",2013,"connecticut","speakers",40
"826","Dakota",2013,"connecticut","speakers",10
"827","American Indian",2013,"connecticut","speakers",50
"828","Hungarian",2013,"connecticut","speakers",2764
"829","Arabic",2013,"connecticut","speakers",9271
"830","Hebrew",2013,"connecticut","speakers",2762
"831","Amharic",2013,"connecticut","speakers",380
"832","Chadic",2013,"connecticut","speakers",385
"833","Cushite",2013,"connecticut","speakers",365
"834","Nilotic",2013,"connecticut","speakers",35
"835","Swahili",2013,"connecticut","speakers",880
"836","Bantu",2013,"connecticut","speakers",640
"837","Mande",2013,"connecticut","speakers",170
"838","Fulani",2013,"connecticut","speakers",250
"839","Kru, Ibo, Yoruba",2013,"connecticut","speakers",5165
"840","African",2013,"connecticut","speakers",195
"841","Finnish",2013,"connecticut","speakers",340
"842","Estonian",2013,"connecticut","speakers",170
"843","Caucasian",2013,"connecticut","speakers",50
"844","Syriac",2013,"connecticut","speakers",225
"845","Quechua",2013,"connecticut","speakers",40
"846","Uncodable",2013,"connecticut","speakers",120
"847","Only English",2013,"delaware","speakers",745175
"848","Spanish",2013,"delaware","speakers",57255
"849","French",2013,"delaware","speakers",3320
"850","Patois",2013,"delaware","speakers",200
"851","French Creole",2013,"delaware","speakers",2562
"852","Italian",2013,"delaware","speakers",2282
"853","Portuguese",2013,"delaware","speakers",680
"854","German",2013,"delaware","speakers",3190
"855","Yiddish",2013,"delaware","speakers",75
"856","Pennsylvania Dutch",2013,"delaware","speakers",595
"857","Dutch",2013,"delaware","speakers",695
"858","Afrikaans",2013,"delaware","speakers",60
"859","Swedish",2013,"delaware","speakers",65
"860","Norwegian",2013,"delaware","speakers",20
"861","Greek",2013,"delaware","speakers",1288
"862","Russian",2013,"delaware","speakers",999
"863","Polish",2013,"delaware","speakers",1014
"864","Serbocroatian",2013,"delaware","speakers",110
"865","Croatian",2013,"delaware","speakers",70
"866","Serbian",2013,"delaware","speakers",35
"867","Ukrainian",2013,"delaware","speakers",255
"868","Czech",2013,"delaware","speakers",160
"869","Slovak",2013,"delaware","speakers",70
"870","Bulgarian",2013,"delaware","speakers",140
"871","Armenian",2013,"delaware","speakers",62
"872","Persian",2013,"delaware","speakers",262
"873","Hindi",2013,"delaware","speakers",1895
"874","Gujarati",2013,"delaware","speakers",2091
"875","Urdu",2013,"delaware","speakers",1746
"876","India nec3",2013,"delaware","speakers",710
"877","Bengali",2013,"delaware","speakers",465
"878","Panjabi",2013,"delaware","speakers",455
"879","Marathi",2013,"delaware","speakers",320
"880","Nepali",2013,"delaware","speakers",115
"881","Sindhi",2013,"delaware","speakers",285
"882","Jamaican Creole",2013,"delaware","speakers",85
"883","Krio",2013,"delaware","speakers",150
"884","Romanian",2013,"delaware","speakers",235
"885","Irish Gaelic",2013,"delaware","speakers",75
"886","Albanian",2013,"delaware","speakers",115
"887","Lithuanian",2013,"delaware","speakers",180
"888","Pashto",2013,"delaware","speakers",160
"889","Chinese",2013,"delaware","speakers",5060
"890","Cantonese",2013,"delaware","speakers",240
"891","Mandarin",2013,"delaware","speakers",600
"892","Formosan",2013,"delaware","speakers",210
"893","Japanese",2013,"delaware","speakers",562
"894","Korean",2013,"delaware","speakers",1598
"895","Mon-Khmer, Cambodian",2013,"delaware","speakers",49
"896","Thai",2013,"delaware","speakers",183
"897","Laotian",2013,"delaware","speakers",42
"898","Vietnamese",2013,"delaware","speakers",1095
"899","Turkish",2013,"delaware","speakers",615
"900","Telugu",2013,"delaware","speakers",2435
"901","Kannada",2013,"delaware","speakers",145
"902","Malayalam",2013,"delaware","speakers",165
"903","Tamil",2013,"delaware","speakers",1115
"904","Tagalog",2013,"delaware","speakers",2293
"905","Indonesian",2013,"delaware","speakers",50
"906","Bisayan",2013,"delaware","speakers",50
"907","Kuchin",2013,"delaware","speakers",15
"908","Dakota",2013,"delaware","speakers",45
"909","Keres",2013,"delaware","speakers",75
"910","Hungarian",2013,"delaware","speakers",141
"911","Arabic",2013,"delaware","speakers",1628
"912","Hebrew",2013,"delaware","speakers",122
"913","Amharic",2013,"delaware","speakers",160
"914","Swahili",2013,"delaware","speakers",875
"915","Bantu",2013,"delaware","speakers",180
"916","Mande",2013,"delaware","speakers",505
"917","Fulani",2013,"delaware","speakers",140
"918","Kru, Ibo, Yoruba",2013,"delaware","speakers",1735
"919","African",2013,"delaware","speakers",55
"920","Finnish",2013,"delaware","speakers",50
"921","Estonian",2013,"delaware","speakers",40
"922","Uncodable",2013,"delaware","speakers",135
"923","Only English",2013,"district of columbia","speakers",490944
"924","Spanish",2013,"district of columbia","speakers",44455
"925","French",2013,"district of columbia","speakers",8360
"926","Patois",2013,"district of columbia","speakers",130
"927","French Creole",2013,"district of columbia","speakers",440
"928","Italian",2013,"district of columbia","speakers",1759
"929","Portuguese",2013,"district of columbia","speakers",1420
"930","German",2013,"district of columbia","speakers",2625
"931","Yiddish",2013,"district of columbia","speakers",7
"932","Dutch",2013,"district of columbia","speakers",205
